,Name,Lat,Long,Distance,Category,Company,City
2033,The London Gin Club,51.515499,-0.134426,735.0,Cocktail Bar,Seedcamp,London
2034,Marriott Grosvenor House Executive Lounge,51.50977,-0.155307,931.0,Hotel Bar,Seedcamp,London
2035,Cigar Lounge,51.502283,-0.152253,1199.0,Bar,Seedcamp,London
2036,Hakkasan Mayfair,51.510311,-0.144813,202.0,Cantonese Restaurant,Seedcamp,London
2037,Novikov,51.507638,-0.142957,352.0,Lounge,Seedcamp,London
2038,Coya London,51.504488,-0.147893,827.0,Lounge,Seedcamp,London
2039,Flat Iron,51.512179,-0.138367,279.0,Steakhouse,Seedcamp,London
2040,Hedonism Wines,51.510668,-0.147618,384.0,Liquor Store,Seedcamp,London
2041,Hawksmoor Seven Dials,51.513358,-0.125745,1158.0,English Restaurant,Seedcamp,London
2042,Gymkhana,51.508461,-0.141541,261.0,Indian Restaurant,Seedcamp,London
2043,Ham Yard Hotel,51.511206,-0.134837,502.0,Hotel,Seedcamp,London
2044,Picturehouse Central,51.510697,-0.134138,549.0,Movie Theater,Seedcamp,London
2045,The Rivoli Bar,51.507421,-0.141807,390.0,Cocktail Bar,Seedcamp,London
2046,Burger & Lobster,51.506968,-0.145745,485.0,Burger Joint,Seedcamp,London
2047,Penhaligon's Fortnum and Mason,51.508289,-0.138258,358.0,Department Store,Seedcamp,London
2048,Kingly Court,51.512491,-0.138635,291.0,Café,Seedcamp,London
2049,Mildreds,51.513075,-0.13654,449.0,Vegan and Vegetarian Restaurant,Seedcamp,London
2050,Milroy's of Soho,51.514783,-0.131197,848.0,Liquor Store,Seedcamp,London
2051,The London EDITION,51.516777,-0.13603,768.0,Hotel,Seedcamp,London
2052,Dishoom Carnaby,51.513093,-0.139642,288.0,Indian Restaurant,Seedcamp,London
2053,Dishoom,51.512441,-0.126851,1047.0,Indian Restaurant,Seedcamp,London
2054,Ronnie Scott's,51.51331,-0.131451,762.0,Night Club,Seedcamp,London
2055,Berry Bros & Rudd,51.505541,-0.138004,648.0,Liquor Store,Seedcamp,London
2056,Opso,51.520921,-0.152838,1337.0,Greek Restaurant,Seedcamp,London
2057,Claridge's Asia,51.512607,-0.147815,454.0,Hotel,Seedcamp,London
2058,The Arts Club,51.508212,-0.142242,293.0,Social Club,Seedcamp,London
2059,Cork & Bottle Wine Bar,51.511109,-0.12876,895.0,Wine Bar,Seedcamp,London
2060,Homeslice,51.514624,-0.12644,1141.0,Pizzeria,Seedcamp,London
2061,La Petite Maison,51.512625,-0.146246,348.0,French Restaurant,Seedcamp,London
2062,The Connaught Hotel,51.510135,-0.149774,532.0,Hotel,Seedcamp,London
2063,Hotel Café Royal,51.510118,-0.136139,392.0,Hotel,Seedcamp,London
2064,Flat Iron,51.515079,-0.12946,976.0,Steakhouse,Seedcamp,London
2065,Fulton Beer,44.984909,-93.279211,1402.0,Bar,Idea Shower,Minneapolis
2066,The Local,44.974035,-93.274222,889.0,Pub,Idea Shower,Minneapolis
2067,Parlour,44.988806,-93.277874,1666.0,Cocktail Bar,Idea Shower,Minneapolis
2068,Minneapolis Town Hall Brewery,44.973437,-93.247804,1393.0,Lounge,Idea Shower,Minneapolis
2069,Modist Brewing Co.,44.985275,-93.276516,1267.0,Bar,Idea Shower,Minneapolis
2070,The Freehouse,44.987525,-93.277258,1490.0,Brewery,Idea Shower,Minneapolis
2071,Maxwell's American Cafe,44.974502,-93.25182,1035.0,Lounge,Idea Shower,Minneapolis
2072,The Depot Tavern,44.978365,-93.275673,883.0,Bar,Idea Shower,Minneapolis
2073,Sisyphus Brewing,44.973232,-93.288969,1997.0,Bar,Idea Shower,Minneapolis
2074,Finnegans Brew Co.,44.972377,-93.266466,598.0,Bar,Idea Shower,Minneapolis
2075,Lakes and Legends Brewery,44.968997,-93.28007,1523.0,Comedy Club,Idea Shower,Minneapolis
2076,Day Block Brewing Company,44.975053,-93.253155,912.0,Bar,Idea Shower,Minneapolis
2077,Inbound BrewCo,44.9856,-93.281589,1624.0,Bar,Idea Shower,Minneapolis
2078,First Draft + Pluck'd,44.985523,-93.278193,1404.0,Beer Bar,Idea Shower,Minneapolis
2079,Lyon's Pub,44.978767,-93.272801,680.0,Pub,Idea Shower,Minneapolis
2080,Pryes Brewing Company,44.993645,-93.277088,2017.0,Bar,Idea Shower,Minneapolis
2081,19 Bar,44.967575,-93.278997,1575.0,Gay Bar,Idea Shower,Minneapolis
2082,The 1029 Bar & Smack Shack,44.998117,-93.268237,2312.0,Karaoke Bar,Idea Shower,Minneapolis
2083,The Sonder Shaker,44.987164,-93.258101,1203.0,Cocktail Bar,Idea Shower,Minneapolis
2084,Devil's Advocate,44.973491,-93.275469,1000.0,Bar,Idea Shower,Minneapolis
2085,Spring Street Tavern,44.994898,-93.251937,2158.0,Dive Bar,Idea Shower,Minneapolis
2086,Nyes Bar,44.987129,-93.258278,1163.0,Cocktail Bar,Idea Shower,Minneapolis
2087,HeadFlyer Brewing,44.991753,-93.243707,2258.0,Bar,Idea Shower,Minneapolis
2088,Number 12 Cider,44.985148,-93.279473,1474.0,Bar,Idea Shower,Minneapolis
2089,The Butcher's Tale,44.974769,-93.279588,1247.0,American Restaurant,Idea Shower,Minneapolis
2090,Brit's Pub,44.972859,-93.275992,1059.0,Sports Bar,Idea Shower,Minneapolis
2091,Red Cow North Loop,44.98375,-93.269552,780.0,Wine Bar,Idea Shower,Minneapolis
2092,Hell's Kitchen,44.974525,-93.272658,703.0,New American Restaurant,Idea Shower,Minneapolis
2093,Target Field,44.981646,-93.27778,1152.0,Stadium,Idea Shower,Minneapolis
2094,Zen Box Izakaya,44.978384,-93.259574,377.0,Gastropub,Idea Shower,Minneapolis
2095,112 Eatery,44.982628,-93.271641,816.0,New American Restaurant,Idea Shower,Minneapolis
2096,Hen House Eatery,44.975078,-93.27049,558.0,Breakfast Spot,Idea Shower,Minneapolis
2097,Pizza Lucé Downtown,44.981568,-93.27371,854.0,Pizzeria,Idea Shower,Minneapolis
2098,Aster Cafe,44.984604,-93.255118,1077.0,Bar,Idea Shower,Minneapolis
2099,Black Sheep Coal Fired Pizza,44.987286,-93.275829,1398.0,Pizzeria,Idea Shower,Minneapolis
2100,Surdyk's Liquor & Cheese Shop,44.988429,-93.255886,1357.0,Cheese Store,Idea Shower,Minneapolis
2101,Spoon And Stable,44.985387,-93.269561,984.0,New American Restaurant,Idea Shower,Minneapolis
2102,Keys Foshay Bar and Grill,44.974241,-93.271742,697.0,Bakery,Idea Shower,Minneapolis
2103,The Armory,44.975251,-93.263518,255.0,Music Venue,Idea Shower,Minneapolis
2104,Monte Carlo Bar & Cafe,44.984772,-93.271747,1012.0,Lounge,Idea Shower,Minneapolis
2105,First Avenue & 7th St Entry,44.978338,-93.276098,897.0,Music Venue,Idea Shower,Minneapolis
2106,Guthrie Theater,44.978156,-93.255474,728.0,Music Venue,Idea Shower,Minneapolis
2107,Dakota Jazz Club & Restaurant,44.973812,-93.275039,959.0,Dining and Drinking,Idea Shower,Minneapolis
2108,Spyhouse,44.978184,-93.266972,222.0,Café,Idea Shower,Minneapolis
2109,Manny's Steakhouse,44.974481,-93.272004,703.0,Steakhouse,Idea Shower,Minneapolis
2110,Minneapolis Club,44.974856,-93.269557,538.0,Non-Profit Organization,Idea Shower,Minneapolis
2111,US Bank Stadium,44.973547,-93.257443,685.0,Stadium,Idea Shower,Minneapolis
2112,Smack Shack,44.986841,-93.276296,1393.0,American Restaurant,Idea Shower,Minneapolis
2113,Mill City Farmers Market,44.978742,-93.257215,650.0,Farmers Market,Idea Shower,Minneapolis
2114,Minneapolis Central Library,44.980601,-93.270082,568.0,Library,Idea Shower,Minneapolis
2115,Trick Dog,37.759347,-122.411271,329.0,Cocktail Bar,Pageflakes,San Francisco
2116,Monk’s Kettle,37.764693,-122.422982,1032.0,Bar,Pageflakes,San Francisco
2117,Abv,37.764986,-122.423429,1091.0,Cocktail Bar,Pageflakes,San Francisco
2118,True Laurel,37.759466,-122.411421,306.0,Cocktail Bar,Pageflakes,San Francisco
2119,Hi Tops,37.764846,-122.431662,1687.0,Gay Bar,Pageflakes,San Francisco
2120,Hotel Biron,37.773503,-122.421854,1830.0,Wine Bar,Pageflakes,San Francisco
2121,El Rio,37.74682,-122.419561,1320.0,Dive Bar,Pageflakes,San Francisco
2122,Evil Eye,37.749955,-122.417883,939.0,Cocktail Bar,Pageflakes,San Francisco
2123,Barebottle Brewing Company,37.740073,-122.409059,2095.0,Music Venue,Pageflakes,San Francisco
2124,Holy Water,37.739403,-122.418263,2116.0,Beer Bar,Pageflakes,San Francisco
2125,Buddy,37.755442,-122.41706,367.0,Cocktail Bar,Pageflakes,San Francisco
2126,Dogpatch Saloon,37.758138,-122.388551,2297.0,Cocktail Bar,Pageflakes,San Francisco
2127,SF Eagle,37.770027,-122.413307,1325.0,Gay Bar,Pageflakes,San Francisco
2128,Lost Resort,37.759516,-122.408629,545.0,Cocktail Bar,Pageflakes,San Francisco
2129,Birba,37.777827,-122.42426,2335.0,Wine Bar,Pageflakes,San Francisco
2130,Harmonic Brewing,37.751686,-122.390035,2282.0,Bar,Pageflakes,San Francisco
2131,Cellarmaker House Of Pizza,37.745741,-122.419569,1444.0,Brewery,Pageflakes,San Francisco
2132,Junior,37.752924,-122.405087,1003.0,Cocktail Bar,Pageflakes,San Francisco
2133,Linden Room,37.776635,-122.422756,2164.0,Cocktail Bar,Pageflakes,San Francisco
2134,Ungrafted,37.758989,-122.388099,2323.0,Wine Bar,Pageflakes,San Francisco
2135,La Taqueria,37.750893,-122.41801,851.0,Fast Food Restaurant,Pageflakes,San Francisco
2136,Beretta Valencia,37.75383,-122.42062,704.0,Pizzeria,Pageflakes,San Francisco
2137,Anchor Oyster Bar,37.759679,-122.434724,1785.0,Seafood Restaurant,Pageflakes,San Francisco
2138,Loló,37.757365,-122.421402,588.0,Latin American Restaurant,Pageflakes,San Francisco
2139,Doma Sushi Bar,37.747468,-122.410642,1227.0,Chinese Restaurant,Pageflakes,San Francisco
2140,Foreign Cinema,37.756433,-122.419054,437.0,French Restaurant,Pageflakes,San Francisco
2141,Lolinda,37.756655,-122.419139,420.0,Argentinian Restaurant,Pageflakes,San Francisco
2142,Alamo Drafthouse New Mission,37.756227,-122.419185,435.0,Movie Theater,Pageflakes,San Francisco
2143,Flour + Water,37.758881,-122.412247,232.0,Pizzeria,Pageflakes,San Francisco
2144,El Farolito,37.752676,-122.418187,681.0,Burrito Restaurant,Pageflakes,San Francisco
2145,Heirloom Cafe,37.757123,-122.414723,92.0,Burger Joint,Pageflakes,San Francisco
2146,Philz Coffee,37.75232,-122.414296,639.0,"Cafe, Coffee, and Tea House",Pageflakes,San Francisco
2147,Mission Dolores Park,37.759655,-122.426912,1111.0,Playground,Pageflakes,San Francisco
2148,Bender's Bar & Grill,37.760164,-122.417267,319.0,Dive Bar,Pageflakes,San Francisco
2149,El Gallo Giro,37.75438,-122.412985,478.0,Mexican Restaurant,Pageflakes,San Francisco
2150,El Metate,37.755813,-122.409629,525.0,Fast Food Restaurant,Pageflakes,San Francisco
2151,Humphry Slocombe,37.752808,-122.412175,636.0,Ice Cream Parlor,Pageflakes,San Francisco
2152,Four Barrel Coffee,37.766846,-122.421747,1174.0,Coffee Shop,Pageflakes,San Francisco
2153,Lazy Bear,37.760396,-122.419789,496.0,Molecular Gastronomy Restaurant,Pageflakes,San Francisco
2154,Dandelion Chocolate,37.761024,-122.421833,693.0,Café,Pageflakes,San Francisco
2155,Sightglass Coffee,37.759347,-122.411271,321.0,Coffee Shop,Pageflakes,San Francisco
2156,Healthy Spirits,37.765614,-122.435291,2006.0,Grocery Store,Pageflakes,San Francisco
2157,Gus's Community Market,37.763906,-122.412758,671.0,Organic Grocery,Pageflakes,San Francisco
2158,Farmhouse Kitchen Thai Cuisine,37.760166,-122.411248,388.0,Thai Restaurant,Pageflakes,San Francisco
2159,Frances,37.76284,-122.43226,1622.0,French Restaurant,Pageflakes,San Francisco
2160,Stable Cafe,37.763254,-122.4153,571.0,Café,Pageflakes,San Francisco
2161,Kahnfections,37.758701,-122.415031,93.0,Bakery,Pageflakes,San Francisco
2162,La Palma Mexicatessen,37.752956,-122.409819,712.0,Deli,Pageflakes,San Francisco
2163,Pizzeria Delfina,37.761435,-122.424151,920.0,Italian Restaurant,Pageflakes,San Francisco
2164,The Morris,37.762986,-122.408547,780.0,Cocktail Bar,Pageflakes,San Francisco
2165,Mikkeller Bar Paris,48.878571,2.345377,878.0,Beer Bar,Netvibes,Paris
2166,Experimental Cocktail Club,48.866044,2.348276,531.0,Cocktail Bar,Netvibes,Paris
2167,Bar à Bulles,48.884144,2.332232,1849.0,Bar,Netvibes,Paris
2168,Candelaria,48.862975,2.364051,1536.0,Cocktail Bar,Netvibes,Paris
2169,Prescription Cocktail Club,48.854997,2.337965,1868.0,Cocktail Bar,Netvibes,Paris
2170,Little Red Door,48.863669,2.363698,1461.0,Cocktail Bar,Netvibes,Paris
2171,Le Mary Celeste,48.861754,2.364859,1676.0,Cocktail Bar,Netvibes,Paris
2172,Hoppy Corner,48.867701,2.347474,345.0,Beer Bar,Netvibes,Paris
2173,Le Barav,48.865121,2.363202,1357.0,Wine Bar,Netvibes,Paris
2174,Le Comptoir Général,48.872417,2.365373,1400.0,Bar,Netvibes,Paris
2175,L'Avant Comptoir,48.852041,2.338815,2163.0,Dining and Drinking,Netvibes,Paris
2176,Le Distrait,48.870006,2.349217,212.0,Cocktail Bar,Netvibes,Paris
2177,CopperBay,48.869835,2.357114,787.0,Cocktail Bar,Netvibes,Paris
2178,Danico,48.867153,2.339312,674.0,Cocktail Bar,Netvibes,Paris
2179,Ma Cave Fleury,48.865484,2.350604,653.0,Wine Store,Netvibes,Paris
2180,Redd,48.866295,2.34774,513.0,Wine Bar,Netvibes,Paris
2181,Chez Nous,48.855792,2.340081,1729.0,Dive Bar,Netvibes,Paris
2182,Castor Club,48.851958,2.342316,2114.0,Cocktail Bar,Netvibes,Paris
2183,Bugsy's,48.87119,2.317924,2098.0,Bar,Netvibes,Paris
2184,Restaurant Martin,48.864907,2.365997,1549.0,Wine Bar,Netvibes,Paris
2185,Les Enfants Rouges,48.86297,2.361209,1373.0,Brasserie,Netvibes,Paris
2186,Le 11ème Domaine,48.866849,2.373628,2019.0,Wine Bar,Netvibes,Paris
2187,La Chambre Noire,48.866431,2.370019,1768.0,Wine Bar,Netvibes,Paris
2188,La Robe & la Mousse,48.851665,2.339128,2203.0,Beer Bar,Netvibes,Paris
2189,The Cambridge Public House,48.861454,2.36416,1648.0,Cocktail Bar,Netvibes,Paris
2190,Maria Loca,48.85224,2.365453,2497.0,Cocktail Bar,Netvibes,Paris
2191,Comestibles et Marchand de Vins,48.891413,2.343528,2282.0,Wine Store,Netvibes,Paris
2192,Les Ambassadeurs,48.867284,2.321064,1921.0,French Restaurant,Netvibes,Paris
2193,Cercle de l'Union Interalliée,48.869147,2.319955,1964.0,Lounge,Netvibes,Paris
2194,Bar du Bristol,48.871777,2.314923,2316.0,Hotel Bar,Netvibes,Paris
2195,Bar Vendôme,48.867924,2.328766,1366.0,French Restaurant,Netvibes,Paris
2196,Frenchie,48.867667,2.34797,354.0,Wine Bar,Netvibes,Paris
2197,The Hoxton Paris,48.870175,2.346652,69.0,Hotel,Netvibes,Paris
2198,Willi's Wine Bar,48.866349,2.338308,790.0,Wine Bar,Netvibes,Paris
2199,Bar de l'InterContinental Grand Hôtel Paris,48.870774,2.330494,1149.0,Hotel Bar,Netvibes,Paris
2200,New York Bar le Harry,48.869144,2.332199,1069.0,Bar,Netvibes,Paris
2201,Les Amis des Messina,48.866913,2.348201,444.0,Italian Restaurant,Netvibes,Paris
2202,Evénements au Comedy Club,48.870794,2.34849,125.0,Comedy Club,Netvibes,Paris
2203,Hôtel de Nell,48.873229,2.346697,273.0,Hotel,Netvibes,Paris
2204,Max Linder Panorama,48.871357,2.344873,151.0,Indie Movie Theater,Netvibes,Paris
2205,Eels,48.873208,2.350212,360.0,French Restaurant,Netvibes,Paris
2206,La Crème de Paris,48.871729,2.343292,266.0,Dining and Drinking,Netvibes,Paris
2207,Park Hyatt Paris-Vendôme,48.868757,2.330475,1213.0,Hotel,Netvibes,Paris
2208,Papacionu and co,48.874814,2.342753,521.0,Pizzeria,Netvibes,Paris
2209,Pizzeria Popolare,48.868018,2.343193,387.0,Pizzeria,Netvibes,Paris
2210,Galerie Vivienne,48.866734,2.339747,682.0,Shopping Mall,Netvibes,Paris
2211,Martin Bar,48.868571,2.360907,1073.0,Cocktail Bar,Netvibes,Paris
2212,Jardin du Palais Royal,48.864946,2.337755,923.0,Cemetery,Netvibes,Paris
2213,Canal Saint-Martin,48.872715,2.36368,1260.0,Hotel,Netvibes,Paris
2214,L'ilot,48.864748,2.363406,1394.0,Seafood Restaurant,Netvibes,Paris
2215,Pint Shop,52.204181,0.119187,1080.0,Beer Bar,Moviestorm,Cambridge
2216,The Cambridge Blue,52.202409,0.139143,802.0,Pub,Moviestorm,Cambridge
2217,The Salisbury Arms,52.198284,0.135357,340.0,Beer Bar,Moviestorm,Cambridge
2218,The Eagle,52.203964,0.118064,1121.0,Pub,Moviestorm,Cambridge
2219,The Cambridge Brew House,52.207473,0.122265,1237.0,Pub,Moviestorm,Cambridge
2220,The Free Press,52.204843,0.130272,802.0,Pub,Moviestorm,Cambridge
2221,The Petersfield,52.201399,0.140738,805.0,Gastropub,Moviestorm,Cambridge
2222,The Old Bicycle Shop,52.199603,0.126811,340.0,Bar,Moviestorm,Cambridge
2223,Kingston Arms,52.200283,0.139669,703.0,Beer Bar,Moviestorm,Cambridge
2224,Calverley's Brewery,52.201311,0.142539,918.0,Wine Bar,Moviestorm,Cambridge
2225,The Grain & Hop Store,52.20067,0.126643,450.0,Pub,Moviestorm,Cambridge
2226,The Mill,52.201484,0.116202,1076.0,Pub,Moviestorm,Cambridge
2227,The Elm Tree,52.205076,0.129397,859.0,Pub,Moviestorm,Cambridge
2228,The Granta,52.199722,0.113802,1158.0,Pub,Moviestorm,Cambridge
2229,The Blue Moon,52.204829,0.136573,904.0,Pub,Moviestorm,Cambridge
2230,The Maypole,52.209665,0.119365,1547.0,Pub,Moviestorm,Cambridge
2231,The Royal Standard,52.197039,0.149795,1304.0,Pub,Moviestorm,Cambridge
2232,The Old Spring,52.214462,0.127841,1900.0,Pub,Moviestorm,Cambridge
2233,Champion of the Thames,52.207286,0.124282,1172.0,Pub,Moviestorm,Cambridge
2234,The Cricketers,52.204864,0.12945,796.0,Pub,Moviestorm,Cambridge
2235,The Geldart,52.203661,0.142245,1045.0,Pub,Moviestorm,Cambridge
2236,Thirsty,52.214353,0.126473,1907.0,Beer Bar,Moviestorm,Cambridge
2237,Clarendon Arms,52.204626,0.127538,824.0,Pub,Moviestorm,Cambridge
2238,Polonia Club,52.215596,0.130685,2002.0,Gastropub,Moviestorm,Cambridge
2239,The Alexandra Arms,52.203814,0.139372,923.0,Pub,Moviestorm,Cambridge
2240,The Burleigh Arms,52.208218,0.132753,1197.0,Sports Bar,Moviestorm,Cambridge
2241,BrewDog Cambridge,52.204005,0.118798,1090.0,Beer Bar,Moviestorm,Cambridge
2242,Duke of Cambridge,52.204974,0.133509,856.0,Beer Bar,Moviestorm,Cambridge
2243,The Carpenters Arms,52.215794,0.114287,2313.0,Pub,Moviestorm,Cambridge
2244,Prince Regent,52.199989,0.127052,369.0,Pub,Moviestorm,Cambridge
2245,The Tram Depot,52.204569,0.132792,806.0,Pub,Moviestorm,Cambridge
2246,The Mitre,52.208926,0.118347,1521.0,Pub,Moviestorm,Cambridge
2247,The Portland Arms,52.214438,0.124577,1912.0,Pub,Moviestorm,Cambridge
2248,The Punter,52.210596,0.113172,1871.0,Pub,Moviestorm,Cambridge
2249,The Architect,52.212092,0.112993,1993.0,Bar,Moviestorm,Cambridge
2250,Lagona Shisha,52.20123,0.133859,470.0,Hookah Bar,Moviestorm,Cambridge
2251,The Castle Inn,52.211902,0.113617,1988.0,Beer Bar,Moviestorm,Cambridge
2252,The Haymakers,52.217452,0.139456,2305.0,Beer Bar,Moviestorm,Cambridge
2253,Browns,52.19955,0.121489,671.0,Bar,Moviestorm,Cambridge
2254,Old Ticket Office,52.19462,0.137706,578.0,Bar,Moviestorm,Cambridge
2255,Panton Arms,52.19642,0.1251,397.0,Pub,Moviestorm,Cambridge
2256,The Waterman,52.214153,0.125513,1898.0,Pub,Moviestorm,Cambridge
2257,The Red Bull,52.19651,0.108733,1494.0,Pub,Moviestorm,Cambridge
2258,Town and Gown,52.206405,0.119741,1241.0,Pub,Moviestorm,Cambridge
2259,Green Dragon Cambridge,52.21796,0.145436,2478.0,Pub,Moviestorm,Cambridge
2260,Hot Numbers Coffee,52.200068,0.138328,610.0,Café,Moviestorm,Cambridge
2261,The Queen Edith,52.180258,0.153031,2442.0,Night Club,Moviestorm,Cambridge
2262,Punt Yard,52.210076,0.117581,1655.0,Bar,Moviestorm,Cambridge
2263,Arts Picturehouse,52.202968,0.123718,764.0,Indie Movie Theater,Moviestorm,Cambridge
2264,Cambridge University Botanic Gardens,52.194467,0.125921,420.0,College and University,Moviestorm,Cambridge
2265,Campus JAX,33.664924,-117.871909,1766.0,Music Venue,Kareo,Irvine
2266,Momo's Grill & Hookah,33.669677,-117.852821,970.0,Hookah Bar,Kareo,Irvine
2267,Classic Q,33.665057,-117.864336,1369.0,Sports Bar,Kareo,Irvine
2268,Ten Asian Bistro and Sushi Bar,33.670081,-117.865329,940.0,Sushi Restaurant,Kareo,Irvine
2269,Hangar 24 Orange Count,33.685526,-117.84804,1414.0,Brewery,Kareo,Irvine
2270,Bootlegger's Brewery,33.676861,-117.885632,2485.0,Bar,Kareo,Irvine
2271,Il Fornaio,33.679821,-117.852759,659.0,Restaurant,Kareo,Irvine
2272,KRISP Fresh Living,33.676303,-117.854685,379.0,Café,Kareo,Irvine
2273,Bistango,33.670518,-117.857566,643.0,New American Restaurant,Kareo,Irvine
2274,Equinox Sports Club Orange County,33.68401,-117.854447,916.0,Pilates Studio,Kareo,Irvine
2275,North Italia,33.671809,-117.845082,1350.0,Pizzeria,Kareo,Irvine
2276,Nekter Juice Bar,33.686955,-117.855762,1200.0,"Cafe, Coffee, and Tea House",Kareo,Irvine
2277,Trade,33.676111,-117.855459,325.0,Dining and Drinking,Kareo,Irvine
2278,Twenty Eight Restaurant and Bar,33.659416,-117.860155,1911.0,Cocktail Bar,Kareo,Irvine
2279,Oo Toro Sushi,33.67621,-117.855531,267.0,Sushi Restaurant,Kareo,Irvine
2280,Houston's Restaurant,33.673682,-117.845957,1220.0,BBQ Joint,Kareo,Irvine
2281,John Wayne Airport (SNA),33.677773,-117.862195,355.0,Airport,Kareo,Irvine
2282,Ruth's Chris Steak House,33.671792,-117.845647,1308.0,Steakhouse,Kareo,Irvine
2283,LA Fitness,33.672962,-117.845099,1325.0,Gym and Studio,Kareo,Irvine
2284,Lemonade,33.672405,-117.846716,1171.0,Dining and Drinking,Kareo,Irvine
2285,AC Hotels by Marriott,33.672337,-117.844454,1387.0,Hotel,Kareo,Irvine
2286,Gulliver's Restaurant,33.679575,-117.85869,356.0,American Restaurant,Kareo,Irvine
2287,Poke Dot,33.687023,-117.855763,1210.0,Poke Restaurant,Kareo,Irvine
2288,American Airlines Admirals Club,33.678591,-117.862066,440.0,Airport Lounge,Kareo,Irvine
2289,Atomic Ballroom,33.690029,-117.862943,1577.0,Dance Studio,Kareo,Irvine
2290,HiroNori Craft Ramen,33.67621,-117.855531,292.0,Ramen Restaurant,Kareo,Irvine
2291,Sgt. Pepperoni's Pizza Store,33.65876,-117.871799,2289.0,Pizzeria,Kareo,Irvine
2292,Agora Churrascaria,33.685311,-117.856303,1006.0,BBQ Joint,Kareo,Irvine
2293,Starbucks,33.671888,-117.84586,1297.0,Coffee Shop,Kareo,Irvine
2294,Indian Curry Cuisine,33.669673,-117.852962,921.0,Indian Restaurant,Kareo,Irvine
2295,Boudin SF,33.680461,-117.838216,1955.0,Bakery,Kareo,Irvine
2296,Nana San,33.656871,-117.864708,2261.0,Sushi Restaurant,Kareo,Irvine
2297,Panini Kabob Grill - Irvine Park Place,33.673532,-117.845319,1268.0,Café,Kareo,Irvine
2298,Oliver Cafe | Lounge,33.684006,-117.854588,932.0,Italian Restaurant,Kareo,Irvine
2299,The Pacific Club,33.664118,-117.862839,1430.0,Event Space,Kareo,Irvine
2300,Vibe Organic Kitchen & Juice,33.657788,-117.866911,2153.0,Juice Bar,Kareo,Irvine
2301,Moulin,33.657841,-117.866276,2186.0,Café,Kareo,Irvine
2302,Renaissance Newport Beach Hotel,33.66725,-117.862462,1070.0,Hotel,Kareo,Irvine
2303,Lyon Air Museum,33.673815,-117.873084,1362.0,Science Museum,Kareo,Irvine
2304,Mitsuwa Marketplace,33.681419,-117.884077,2425.0,Grocery Store,Kareo,Irvine
2305,Coffee Nature,33.664702,-117.880575,2375.0,Coffee Shop,Kareo,Irvine
2306,Ike's Love & Sandwiches,33.664107,-117.864322,1461.0,Sandwich Spot,Kareo,Irvine
2307,Puesto,33.6724,-117.844596,1371.0,Cocktail Bar,Kareo,Irvine
2308,Nate's Korner,33.69464,-117.868594,2218.0,Burger Joint,Kareo,Irvine
2309,Shirley's Bagels,33.656807,-117.864566,2257.0,Sandwich Spot,Kareo,Irvine
2310,Roll It Sushi & Teriyaki,33.664071,-117.864392,1464.0,Sushi Restaurant,Kareo,Irvine
2311,Benihana,33.666911,-117.866977,1311.0,Japanese Restaurant,Kareo,Irvine
2312,Subway,33.676373,-117.855746,283.0,Deli,Kareo,Irvine
2313,Nailtique,33.672409,-117.846574,1216.0,Nail Salon,Kareo,Irvine
2314,Ten Asian Bistro,33.670013,-117.865328,939.0,Chinese Restaurant,Kareo,Irvine
2315,The Bar Room at Temple Court,40.711478,-74.007004,838.0,Hotel Bar,SecondMarket,New York
2316,The Dead Rabbit Grocery & Grog,40.703334,-74.011001,306.0,Cocktail Bar,SecondMarket,New York
2317,Bar Belly,40.715082,-73.991477,2072.0,Cocktail Bar,SecondMarket,New York
2318,Attaboy,40.718861,-73.991364,2340.0,Cocktail Bar,SecondMarket,New York
2319,Terroir Tribeca,40.718945,-74.010093,1496.0,Wine Bar,SecondMarket,New York
2320,La Compagnie des Vins Surnaturels,40.720508,-73.998238,2084.0,Wine Bar,SecondMarket,New York
2321,Overstory,40.706496,-74.007766,450.0,Cocktail Bar,SecondMarket,New York
2322,The Little Shop,40.70841,-74.00086,1053.0,Speakeasy,SecondMarket,New York
2323,Elsa,40.690334,-73.995347,2228.0,Cocktail Bar,SecondMarket,New York
2324,Double Chicken Please,40.719636,-73.990609,2442.0,Cocktail Bar,SecondMarket,New York
2325,Torch & Crown Brewing Company,40.726171,-74.004224,2430.0,Brewery,SecondMarket,New York
2326,Skin Contact,40.717651,-73.990225,2334.0,Wine Bar,SecondMarket,New York
2327,Pasanella & Son Vintners,40.707253,-74.00173,963.0,Arts and Entertainment,SecondMarket,New York
2328,Wogies Bar and Grill,40.707419,-74.013476,241.0,Bar,SecondMarket,New York
2329,Manhatta,40.707921,-74.008914,396.0,New American Restaurant,SecondMarket,New York
2330,Los Tacos No. 1,40.71429,-74.00873,1039.0,Taco Restaurant,SecondMarket,New York
2331,Grand Banks,40.720399,-74.016088,1673.0,Cocktail Bar,SecondMarket,New York
2332,"The Beekman, A Thompson Hotel",40.711102,-74.006945,819.0,Hotel,SecondMarket,New York
2333,Elevated Acre,40.703226,-74.009033,421.0,Pedestrian Plaza,SecondMarket,New York
2334,Balthazar,40.722675,-73.998195,2283.0,French Restaurant,SecondMarket,New York
2335,Tacombi - Financial District,40.704608,-74.01175,132.0,Cocktail Bar,SecondMarket,New York
